character,traditional_character,alternate_characters,pinyin,definition,hsk_level,frequency
證,,,zhèng,"proof, evidence; testify, verify",,5348
養,,,yǎng,"raise, rear, bring up; support",,5349
芫,,,yán,"daphne genkwa, poisonous plant",,5350
嗉,,,sù,,,5351
蠊,,,lián,,,5352
笊,,,zhào,"ladle, bamboo skimmer",,5353
莸,蕕,蕕,yóu,caryopteris divaricata,,5354
饴,飴,飴,yí,sweet-meats; sweet-cakes; syrup,,5355
阃,閫,閫,kǔn,,,5356
浯,,,wú,name of a river in Shandong,,5357
枇,,,pí,loquat,,5358
焱,,,yàn,flames,,5359
铆,鉚,鉚,mǎo,rivet,,5360
擤,,,xǐng,to blow the nose with fingers,,5361
柢,,,dǐ,"root, base; bottom of object",,5362
醢,,,hǎi,minced pickled meat; mince,,5363
呲,,,cī,give a talking-to,,5364
崾,,,yǎo,place name in Shanxi province,,5365
溆,漵,漵,xù,river in Hunan,,5366
潴,瀦,瀦,zhū,pond; a pool,,5367
牖,,,yǒu,window; lead enlightenment,,5368
硪,,,wò,,,5369
碓,,,duì,pestle,,5370
鹆,鵒,鵒,yù,myna; manah; Acridotheres tristis,,5371
鬣,,,liè,,,5372
堀,,,kū,"cave, hole",,5373
帙,,,zhì,book cover; satchel or bag,,5374
雱,,,pāng,snowing heavily,,5375
須,,,xū,"must, have to, necessary; moment; whiskers",,5376
進,,,jìn,"advance, make progress, enter",,5377
诎,詘,詘,qū,"bend, stoop, crouch; to yield",,5378
獐,,,zhāng,"roebuck, hornless river deer",,5379
桁,,,héng,cross-beams of roof,,5380
蛱,蛺,蛺,jiá,kind of butterfly,,5381
鳏,鰥,鰥,guān,huge fish; widower; bachelor,,5382
郴,,,chēn,county in Hunan province; surname,,5383
幂,冪,冪,mì,"cover-cloth, cover with cloth",,5384
箝,,,qián,"tweezers, pliers, tongs, pincers",,5385
僳,,,sù,minority name,,5386
疝,,,shàn,"hernia, rupture",,5387
茴,,,huí,"fennel, aniseed",,5388
揶,,,yé,"make fun of, ridicule",,5389
呦,,,yōu,the bleating of the deer,,5390
嗌,,,ài,"the throat; to quarrel, choke",,5391
囹,,,líng,"prison, enclosure",,5392
螈,,,yuán,a silkworm,,5393
脲,,,niào,urea,,5394
镊,鑷,鑷,niè,"tweezers, forceps, pincers",,5395
锑,銻,銻,tī,antimony,,5396
胨,腖,腖,dòng,a kind of protein,,5397
膈,,,gé,diaphragm,,5398
痼,,,gù,chronic disease,,5399
鳊,鯿,鯿,biān,bream,,5400
赅,賅,賅,gāi,prepared for; inclusive,,5401
贽,贄,贄,zhì,gift superior; gift given,,5402
處,,,chù,"place, locale; department",,5403
苤,,,piě,kohl rabi,,5404
峄,嶧,嶧,yì,a range of peaks in Shandong and Jiangsu; the name of a mountain,,5405
桡,橈,橈,ráo,bent or twisted piece of wood,,5406
雎,,,jū,"osprey, fishhawk; hold back",,5407
鲋,鮒,鮒,fù,"carp, carassicus auratus",,5408
鞫,,,jū,"interrogate, question",,5409
鼬,,,yòu,"weasel, mustela itatis",,5410
獯,,,xūn,a tribe of Scythians which invaded China during the Hsia dynasty,,5411
昀,,,yún,sun light; used in personal names,,5412
痍,,,yí,"wound, bruise, sore",,5413
蟊,,,máo,a fly which is used similarly to cantharides,,5414
鞴,,,bèi,saddle up horse; drive horse,,5415
疖,癤,癤,jiē,"pimple, sore, boil",,5416
熘,,,liū,to steam,,5417
乇,,,tuō,"to depend on, to entrust with",,5418
羸,,,léi,"weak, lean, emaciated, exhausted",,5419
嵴,,,jǐ,mountain ridge,,5420
栀,梔,梔,zhī,gardenia,,5421
槲,,,hú,type of oak,,5422
炝,熗,熗,qiàng,stir-fry or boil in water or oil then cook with a sauce,,5423
炷,,,zhù,"candle wick, lamp wick; stick of incense",,5424
硐,,,dòng,variant of,,5425
锸,鍤,鍤,chā,"spade, shovel; marking pin",,5426
鹂,鸝,鸝,lí,Chinese oriole; Oriolus oriolus,,5427
裾,,,jū,"lapel, border of garment; skirt",,5428
侪,儕,儕,chái,"a company, companion; together",,5429
診,,,zhěn,"examine patient, diagnose",,5430
調,,,diào,"transfer, move, change; tune",,5431
珐,琺,琺,fà,"enamel, cloissoné",,5432
縯,,,yǎn,long,,5433
哔,嗶,嗶,bì,used in transliterations,,5434
屙,,,ē,to ease nature,,5435
旆,,,pèi,"flag ornament; flags, banners",,5436
佰,,,bǎi,hundred,,5437
僦,,,jiù,to heir; to rent,,5438
牯,,,gǔ,cow; bull; ox,,5439
钪,鈧,鈧,kàng,scandium,,5440
掾,,,yuàn,a general designation of officials,,5441
針,,,zhēn,needle; pin; tack; acupuncture,,5442
仟,,,qiān,one thousand; leader of one thousand men,,5443
圮,,,pǐ,"destroyed, ruined; to subvert to injure",,5444
芟,,,shān,"mow, cut; weed out; scythe",,5445
崃,崍,崍,lái,mountain in Sichuan province,,5446
廪,廩,廩,lǐn,granary; stockpile,,5447
擘,,,bāi,"thumb; break, tear open, rip",,5448
笱,,,gǒu,"a basket trap for fish, placed in the opening of a weir",,5449
跗,,,fū,the instep,,5450
鲅,鮁,鮁,bà,fish name,,5451
硷,礆,礆,jiǎn,"alkaline, alkali, lye, salt",,5452
苎,苧,苧,zhù,"china grass, ramie",,5453
匏,,,páo,gourd; musical instrument,,5454
嗾,,,sǒu,"to set a dog on; incite, instigate",,5455
圄,,,yǔ,"prison, jail",,5456
彀,,,gòu,"enough, adequate fully, quite",,5457
粳,,,jīng,non-glutinous rice,,5458
卣,,,yǒu,wine pot,,5459
勐,,,měng,imperial degree; daoist magic,,5460
掴,摑,摑,guāi,,,5461
涑,,,sù,river in Shansi province,,5462
浞,,,zhuó,"to soak, to steep in water",,5463
玳,,,dài,tortoise shell,,5464
愍,,,mǐn,"pity, sympathize with",,5465
畛,,,zhěn,"border, boundary; raised path",,5466
赧,,,nǎn,"blush, turn red",,5467
貉,,,háo,badger; raccoon dog,,5468
擀,,,gǎn,roll flat,,5469
湫,,,jiǎo,a small pond; a damp and narrow place,,5470
逦,邐,邐,lǐ,"meandering, winding",,5471
椴,,,duàn,"poplar, aspen",,5472
铄,鑠,鑠,shuò,"melt, smelt; shine",,5473
箧,篋,篋,qiè,"rattan box, suitcase, or case",,5474
刖,,,yuè,cutting off feet as form of punishment,,5475
鲮,鯪,鯪,líng,carp,,5476
訇,,,hōng,the sound of a crash,,5477
茱,,,zhū,dogwood,,5478
啖,,,dàn,"eat, feed; chew, bite; entice",,5479
悭,慳,慳,qiān,"miserly, parsimonious, stingy",,5480
愀,,,qiǎo,,,5481
朐,,,qú,warm,,5482
畈,,,fàn,field; farm,,5483
鹨,鷚,鷚,liù,Anthus species (various),,5484
蛘,,,yáng,"a weevil found in rice, etc.",,5485
佶,,,jí,"strong, robust; exact, correct",,5486
缃,緗,緗,xiāng,light-yellow color,,5487
晟,,,chéng,"clear, bright; splendor, brightness",,5488
鲱,鯡,鯡,fēi,herring,,5489
凼,,,dàng,ditch; pool,,5490
苴,,,jū,sackcloth; female hemp plant,,5491
颛,顓,顓,zhuān,"good, honest; simple; respectful",,5492
厍,厙,厙,shè,surname,,5493
匚,,,fāng,box; KangXi radical 22,,5494
徉,,,yáng,"wonder, rove, stray; hesitating",,5495
洙,,,zhū,name of a river in Shandong,,5496
氡,,,dōng,radon,,5497
胗,,,zhēn,"pustules of any kind, a rash or eruption.measles; various kinds of fever",,5498
癯,,,qú,"thin, emaciated; worn, tired",,5499
鞒,鞽,鞽,qiáo,"mud shoe, sledge for the feet",,5500
锆,鋯,鋯,gào,zirconium,,5501
佤,,,wǎ,"the Va (Wa) nationality, living in Yunnan",,5502
錢,,,qián,"money, currency, coins",,5503
飲,,,yǐn,drink; swallow; kind of drink,,5504
細,,,xì,"fine, tiny; slender, thin",,5505
勰,,,xié,"peaceful, harmonious",,5506
钺,鉞,鉞,yuè,"broad-axe, a battle axe, halberd",,5507
繇,,,yáo,"reason, cause",,5508
螭,,,chī,a dragon whose horns have not grown; cruel,,5509
嵬,,,wéi,"high; rugged, rocky, precipitous",,5510
轸,軫,軫,zhěn,cross board at rear of carriage,,5511
肟,,,wò,an organic compound,,5512
肫,,,zhūn,"the gizzard of a fowl; honest, sincere",,5513
邨,,,cūn,"village, hamlet; rustic",,5514
瘿,癭,癭,yǐng,"swelling, goiter",,5515
仞,,,rèn,,,5516
奁,奩,奩,lián,,,5517
宄,,,guǐ,a traitor; a villain,,5518
轳,轤,轤,lú,"pulley, windlass, capstan",,5519
熳,,,màn,,,5520
睇,,,dì,"look at, glance at; stare at",,5521
钼,鉬,鉬,mù,molybdenum,,5522
蝼,螻,螻,lóu,"a mole cricket, Gryllotalpa africana",,5523
跆,,,tái,trample,,5524
樗,,,chū,"Ailanthus glandulosa or A. altissima, a kind of tree useless as timber",,5525
鲰,鯫,鯫,zōu,small fish; small; minnow,,5526
節,,,jié,"knot, node, joint; section",,5527
诶,誒,誒,éi,an exclamation of confirmation,,5528
薜,,,bì,"evergreen shrubs, ligusticum",,5529
铧,鏵,鏵,huá,"spade, shovel, plowshare",,5530
裥,襉,襉,jiǎn,folds,,5531
榇,櫬,櫬,chèn,coffin; tung tree,,5532
馃,餜,餜,guǒ,"cakes, biscuits, pastry",,5533
術,,,shù,"art, skill, special feat; method, technique",,5534
蹚,,,tāng,tread through mud and water,,5535
怄,慪,慪,òu,annoyed,,5536
寤,,,wù,"few, scarce; empty, deserted",,5537
缗,緡,緡,mín,fishing-line; cord; string of coi,,5538
硗,磽,磽,qiāo,barren land; sandy soil,,5539
碡,,,dú,stone roller used to level fields,,5540
矬,,,cuó,a dwarf,,5541
鸱,鴟,鴟,chī,"kite, horned owl; wine cups",,5542
虺,,,huī,large poisonous snake,,5543
糅,,,róu,"blend, mix; mixed",,5544
雠,讎,讎,chóu,"enemy, rival, opponent",,5545
帑,,,tǎng,a treasury; public funds,,5546
镧,鑭,鑭,lán,lanthanum,,5547
埙,壎,壎,xūn,instrument,,5548
啁,,,zhāo,"chirp, twitter, twittering",,5549
悒,,,yì,"sorrowful, depressed, unhappy",,5550
犍,,,jiān,a bullock; a fabulous monster,,5551
硌,,,gè,,,5552
锩,錈,錈,juǎn,to bend iron,,5553
虿,蠆,蠆,chài,a kind of scorpion,,5554
